x1;x2;x3;x4;x5;x6;x7;x8
-0.0041767;-0.0054087;-0.0062088;-0.0054841;-0.0043559;-0.0028676;-0.0012855;0.00035718
0.0054792;0.0064261;0.0061208;0.0039094;0.0016688;-0.00067701;-0.0027015;-0.0045124
0.00058243;0.00058039;0.00030738;-0.00023084;-0.00069175;-0.0010993;-0.0014562;-0.0017307
-0.00080607;-0.00040625;0.00062824;0.0015551;0.0018371;0.0020241;0.0022223;0.0025358
-0.0010111;-0.0015387;-0.0021644;-0.0022755;-0.0020717;-0.0018092;-0.0015584;-0.0013379
-0.00010821;-0.00042756;-0.001004;-0.0014275;-0.0015943;-0.0017115;-0.0018592;-0.0019951
-0.00034258;-0.0006883;-0.0012133;-0.0015219;-0.0016176;-0.0016425;-0.0017066;-0.0017876
-0.00089141;-0.00013639;0.0015764;0.003011;0.0035309;0.0039496;0.0043788;0.0049457
-0.001078;-0.00052107;0.00092223;0.0022821;0.0028622;0.0033454;0.0038556;0.0045152
-0.00094814;-0.001963;-0.0035614;-0.0045335;-0.0047307;-0.004641;-0.0044298;-0.0040846
-0.0012901;-0.0022727;-0.0036634;-0.0043513;-0.0043951;-0.0041518;-0.0038049;-0.0033373
-0.0010696;-0.00084963;-0.00013041;0.00057757;0.00086727;0.001066;0.0011403;0.0011886
0.0030972;0.0034009;0.0027978;0.0012053;-0.00015844;-0.0014145;-0.0024435;-0.0033164
-0.0012901;-0.0022727;-0.0036634;-0.0043513;-0.0043951;-0.0041518;-0.0038049;-0.0033373
-0.0011876;-0.0012221;-0.00086951;-0.00027905;0.0000825;0.00039037;0.00057974;0.00071105
-0.00066356;-0.0016372;-0.0032545;-0.0042821;-0.0044673;-0.0043795;-0.0042561;-0.0040572
-0.0014312;-0.0011322;-0.0000824;0.0010193;0.0014439;0.0016567;0.0017796;0.0019581
-0.00098569;-0.00051704;0.00069951;0.0019073;0.0024925;0.0028422;0.0029636;0.0029156
0.00036541;0.00031312;0.0000659;-0.00022324;-0.00033824;-0.00047179;-0.00054626;-0.00039042
-0.00076959;-0.0017669;-0.0033514;-0.0043151;-0.0045524;-0.0046072;-0.0045187;-0.0041716
0.00000396;-0.0010745;-0.0031684;-0.0048823;-0.0056842;-0.0061724;-0.006412;-0.0065184
-0.00048889;-0.0016104;-0.003637;-0.0052374;-0.0059885;-0.0063403;-0.0063862;-0.0062883
-0.00063431;-0.00098836;-0.0014389;-0.0016015;-0.0015684;-0.0014403;-0.0013269;-0.0012456
-0.0011119;-0.00074602;0.00034132;0.0013991;0.0017536;0.0020116;0.0022533;0.0024216
-0.0020594;-0.0034899;-0.0055049;-0.0064062;-0.0062036;-0.0055843;-0.0048518;-0.0040527
-0.00083824;-0.0014666;-0.0023195;-0.0027194;-0.0027886;-0.0025956;-0.0022586;-0.0019855
-0.0017425;-0.0024609;-0.0032542;-0.003387;-0.0030674;-0.0024285;-0.0017032;-0.0011127
-0.0016368;-0.0028604;-0.0046022;-0.0054584;-0.0054405;-0.0049444;-0.0041095;-0.0032369
-0.001793;-0.0028831;-0.0041919;-0.0044961;-0.0042746;-0.0037317;-0.0029439;-0.002304
0.0029746;0.0058281;0.01026;0.013009;0.01387;0.013917;0.013374;0.012207
-0.00053003;-0.0014019;-0.0028883;-0.003834;-0.0040479;-0.0041375;-0.0041483;-0.0040398
0.0019633;0.0043095;0.0082392;0.011093;0.012266;0.012581;0.012303;0.011622
-0.00041514;-0.0012628;-0.0027743;-0.0039728;-0.0045304;-0.0047173;-0.0046934;-0.0045886
-0.001027;-0.0019453;-0.0034014;-0.0043819;-0.0046871;-0.004672;-0.0045335;-0.0041565
-0.00080713;-0.00064133;-0.0000195;0.00067482;0.00097376;0.0011592;0.0011749;0.0011134
-0.00086761;-0.001954;-0.0036894;-0.004822;-0.0052637;-0.0053303;-0.0051141;-0.004759
-0.00019888;-0.0009161;-0.0022614;-0.0033392;-0.0037964;-0.004016;-0.0040828;-0.0041308
0.0035811;0.0064123;0.01062;0.013078;0.013616;0.013371;0.012667;0.01123
-0.00064081;-0.00068535;-0.00056758;-0.00035814;-0.00029602;-0.00027354;-0.00024269;-0.00014296
-0.0011214;-0.001653;-0.0022647;-0.0024138;-0.0022993;-0.0020906;-0.0017951;-0.0014124
-0.00013017;0.0017243;0.0054099;0.0086561;0.010491;0.011808;0.012679;0.013197
-0.00073756;-0.0000292;0.0015087;0.0027523;0.0031685;0.0033037;0.0032461;0.003133
-0.0013724;-0.00081242;0.00072347;0.0021583;0.002639;0.0030319;0.0034454;0.0039447
-0.0013493;-0.00019034;0.0024815;0.0048492;0.0057751;0.0063226;0.0067162;0.0071307
-0.0013801;-0.002403;-0.0038529;-0.0045076;-0.0044184;-0.0040897;-0.0036804;-0.0031533
-0.00057332;-0.00034792;0.00026163;0.0008254;0.0010332;0.0011187;0.001125;0.0011347
-0.00038635;-0.00057598;-0.00082308;-0.00091075;-0.00086575;-0.00080267;-0.00070666;-0.00057856
-0.00094837;-0.0013459;-0.0018109;-0.0019658;-0.001987;-0.002009;-0.0019224;-0.0016263
-0.0012693;-0.0027502;-0.0051471;-0.0067349;-0.0072147;-0.0072688;-0.007207;-0.0069733
-0.0011739;-0.0011173;-0.00058069;0.00016433;0.00049722;0.00071596;0.00094257;0.0011073
0.0039232;0.0058075;0.0081195;0.0090847;0.00907;0.0082188;0.0069082;0.0052855
-0.0011622;-0.0013767;-0.0013227;-0.00084752;-0.0003712;0.000081;0.00041259;0.00064998
-0.00102;-0.0011792;-0.0011469;-0.00091564;-0.00076959;-0.00051901;-0.00028561;-0.00014206
-0.0012914;-0.001024;-0.0000404;0.0011045;0.0017083;0.0022329;0.002769;0.0034029
-0.00077779;-0.0017786;-0.0034343;-0.0045542;-0.004927;-0.0049459;-0.0046688;-0.0041788
-0.00095051;-0.0012564;-0.0015278;-0.0015843;-0.00165;-0.0016178;-0.0014977;-0.0012915
-0.00084937;-0.0015783;-0.0026149;-0.0030504;-0.002929;-0.002679;-0.0024772;-0.0022931
-0.0006433;-0.00095186;-0.0013526;-0.0015265;-0.0014918;-0.0012977;-0.0010061;-0.00077074
-0.0011374;-0.00021421;0.0020158;0.0042939;0.0057481;0.0070953;0.0083662;0.0095073
0.0033986;0.0050902;0.0071807;0.0079421;0.0076877;0.0068227;0.0057261;0.0045114
-0.00019715;-0.00069578;-0.0015703;-0.0021046;-0.0022101;-0.0023611;-0.0024402;-0.0023657
-0.00058375;-0.0001136;0.0010724;0.0021729;0.0025181;0.0026732;0.0027652;0.0027511
-0.0013851;-0.0027989;-0.0049339;-0.0060023;-0.0059676;-0.0055755;-0.00502;-0.0044549
-0.00069617;-0.0016894;-0.0033653;-0.004565;-0.0051085;-0.0053506;-0.0053069;-0.0050404
-0.0011743;-0.00039736;0.00141;0.0030111;0.0038119;0.0045285;0.0051513;0.0058995
-0.00091175;0.00032569;0.0031267;0.0058366;0.0074659;0.0088622;0.0099777;0.010844
-0.00037718;-0.0011159;-0.0024314;-0.0033614;-0.0037894;-0.0040859;-0.0039507;-0.0033562
-0.0012942;-0.002033;-0.0029208;-0.002991;-0.0024587;-0.0020179;-0.0019202;-0.0018551
-0.0012329;-0.00060336;0.001085;0.0029268;0.0041074;0.0051623;0.0061696;0.0071784
-0.001017;-0.0023496;-0.0045547;-0.0060617;-0.0066009;-0.006749;-0.0066571;-0.0063949
-0.0014226;-0.0024574;-0.0039943;-0.004893;-0.0050068;-0.0046422;-0.0041924;-0.0038059
-0.00048269;-0.0013785;-0.0029973;-0.0042425;-0.004659;-0.0047368;-0.0046146;-0.0041756
0.0030069;0.0057212;0.0097468;0.01188;0.012052;0.011369;0.010288;0.0090523
-0.00094741;-0.0019687;-0.0036452;-0.004723;-0.0049755;-0.0049049;-0.0046302;-0.004325
-0.00091147;-0.0015372;-0.0023397;-0.0025202;-0.0023969;-0.0023784;-0.002467;-0.0026432
-0.00059793;-0.00098858;-0.0015596;-0.0021606;-0.0026636;-0.0027751;-0.0025271;-0.0019704
-0.0013157;-0.00024618;0.0023661;0.0051498;0.0069061;0.0081526;0.0090767;0.0099907
-0.0014653;-0.0010086;0.00026807;0.0014493;0.0018888;0.0021932;0.0025126;0.0029538
-0.0010547;-0.0023568;-0.0044945;-0.0058927;-0.0062748;-0.0062606;-0.00603;-0.0055839
-0.00046077;-0.0013937;-0.0029465;-0.0039271;-0.0041619;-0.0040896;-0.0039221;-0.0038431
-0.0010215;-0.0019334;-0.0033025;-0.003975;-0.0038536;-0.0034795;-0.003182;-0.003004
-0.0019159;-0.0012503;0.00072457;0.0028554;0.0040301;0.0049958;0.005888;0.006889
-0.0013443;-0.00086894;0.00048478;0.0017975;0.0022623;0.0026076;0.0030409;0.0035912
-0.0010599;-0.0012564;-0.0012449;-0.00090685;-0.00063995;-0.00036975;-0.00015079;-0.0000693
-0.00090311;-0.0011723;-0.0013547;-0.0012436;-0.0010573;-0.00085558;-0.00069919;-0.00054986
-0.00011186;-0.0011635;-0.0031295;-0.0047121;-0.00553;-0.0060831;-0.0063671;-0.0063537
-0.00079867;-0.0012463;-0.0018374;-0.0020155;-0.0018172;-0.0016711;-0.0017786;-0.001851
-0.00083971;-0.0006373;-0.0000416;0.00049885;0.00074579;0.0010104;0.0012336;0.0013478
-0.00082969;-0.0015203;-0.0025362;-0.0031495;-0.0033024;-0.0032909;-0.0033188;-0.0031572
-0.00063929;-0.0003864;0.00035254;0.001082;0.0013886;0.0016541;0.0017341;0.0016411
-0.0010006;-0.00076284;-0.0000473;0.00051022;0.00058392;0.00079369;0.0010967;0.001277
-0.0011518;-0.00032606;0.0018752;0.0043149;0.0058305;0.0071932;0.0085773;0.0097645
-0.0013561;-0.0017884;-0.0020317;-0.0017469;-0.0015003;-0.0012994;-0.0011573;-0.0009723
-0.00041022;-0.00042131;-0.00021197;0.00024597;0.0006975;0.00094512;0.00068668;0.00036829
0.0000666;-0.00025743;-0.00089604;-0.0013896;-0.0015472;-0.0016094;-0.0016266;-0.0016124
-0.00036731;-0.00099767;-0.002076;-0.0028513;-0.0030951;-0.0029463;-0.0026075;-0.0022843
-0.0016837;-0.0015612;-0.00061084;0.0006785;0.0011638;0.0013929;0.0015953;0.0017589
-0.00026627;-0.00075823;-0.0016145;-0.0023031;-0.0026701;-0.0030118;-0.0033202;-0.0033575
0.00042754;0.0019828;0.0049539;0.0074741;0.0088287;0.009788;0.010459;0.010858
-0.0017328;-0.0014699;-0.0004247;0.00067171;0.0012267;0.0019405;0.0025072;0.0028943
-0.0017478;-0.0018526;-0.0015698;-0.0010537;-0.0007338;-0.00025999;0.0003357;0.00085055
-0.00065066;-0.00049146;0.0000838;0.00061027;0.00068462;0.00095334;0.0013039;0.0015524
-0.0013184;-0.0023352;-0.0037717;-0.0047077;-0.0048496;-0.0042302;-0.0032654;-0.0023522
0.0011412;0.00062951;-0.00093199;-0.0026434;-0.0034638;-0.0041245;-0.0045865;-0.0048997
0.0000231;0.0016921;0.0049465;0.0077357;0.0091985;0.010153;0.0108;0.011178
-0.00078807;-0.0016956;-0.0031741;-0.0041231;-0.0043303;-0.0042869;-0.0041645;-0.0039474
-0.00080443;-0.0015199;-0.002599;-0.0032683;-0.0035092;-0.0034519;-0.0032717;-0.00305
0.0031193;0.0056313;0.0093913;0.011712;0.012533;0.012524;0.011862;0.010644
-0.00061502;-0.00056715;-0.00026229;0.00010571;0.00026014;0.00039424;0.0005232;0.00069512
-0.00066559;-0.00049058;0.0000406;0.00051742;0.00063707;0.00069815;0.00080054;0.0010016
-0.00045459;-0.00102;-0.0018787;-0.0024899;-0.0028347;-0.0030055;-0.0032441;-0.0035128
-0.0015313;-0.0012371;-0.00027526;0.00053584;0.00071239;0.0010623;0.0016249;0.0024445
-0.0014524;-0.0015127;-0.0012376;-0.00082352;-0.00039141;0.00021026;0.00093026;0.0018069
0.00016156;-0.00033944;-0.0014132;-0.0025327;-0.0033272;-0.0039706;-0.0043673;-0.0044423
-0.0015169;-0.0028656;-0.0048948;-0.0060765;-0.0063245;-0.006153;-0.0055808;-0.0045516
-0.0014066;-0.002309;-0.0035309;-0.0038544;-0.0033024;-0.002573;-0.001967;-0.0014758
0.0005861;0.0019078;0.0043191;0.0063693;0.0075167;0.0082494;0.008717;0.0088173
-0.00064317;-0.0016073;-0.0032249;-0.0043716;-0.004936;-0.0053526;-0.0054688;-0.0051636
-0.00083778;-0.00061311;0.0000125;0.00048936;0.00058223;0.00074358;0.0010657;0.0014307
-0.0007913;-0.0018624;-0.0036587;-0.0048834;-0.00528;-0.0053565;-0.0052623;-0.0050352
-0.001603;-0.0012126;0.0000962;0.0015054;0.002225;0.0029373;0.0035979;0.0041711
0.0000135;-0.00039673;-0.0011587;-0.0016613;-0.0017816;-0.0018289;-0.0018802;-0.0019552
-0.0014113;-0.0017801;-0.001995;-0.0019634;-0.0020599;-0.0019467;-0.0018018;-0.0016411
-0.0014561;-0.002226;-0.0030818;-0.0030022;-0.0024684;-0.0021249;-0.0020345;-0.0020831
-0.0009781;-0.0014814;-0.0020112;-0.0019857;-0.0015944;-0.0012174;-0.00099692;-0.00054654
-0.001599;-0.0010844;0.00046462;0.002076;0.0028826;0.0036666;0.004457;0.0052215
-0.00051139;-0.00137;-0.0027686;-0.0035824;-0.0037136;-0.003721;-0.0036213;-0.0033986
-0.00088029;-0.0017339;-0.0030952;-0.0038909;-0.0040151;-0.0039492;-0.003827;-0.0038394
-0.001599;-0.0010844;0.00046462;0.002076;0.0028826;0.0036666;0.004457;0.0052215
